Time, Audience01, Audience02, Audience03, Audience04, Audience05, Audience06, Audience07, Audience08, Audience09, Audience10, Audience11, Audience12, Audience13, Audience14, Audience15, Audience16 
12.1, 0.00058, -0.00255, -0.00667, 0, -0.01637, -0.00642, -0.01952, 0.00623, 0.00607, -0.00029, 0.01158, -0.00095, -0.00199, -0.00112, -0.00022, 0
12.2, 0.00045, -0.00212, -0.00701, 0, -0.01212, -0.0063, -0.01969, 0.0061, 0.00601, 0.00065, 0.01021, -0.00091, -0.00196, 0.00048, -0.00025, 0
12.3, 0.00051, -0.00183, -0.00719, 0, -0.00775, -0.0066, -0.01806, 0.0073, 0.00589, -0.00247, 0.00905, -0.00101, -0.00193, 0.00398, -0.00028, 0
12.4, 0.00064, -0.00142, -0.00683, 0, -0.00531, -0.00567, 0.00244, 0.00956, 0.00534, -0.0033, 0.00806, -0.00096, -0.00249, 0.00368, -0.00022, 0
12.5, 0.00056, -0.00103, -0.00664, 0, -0.00058, -0.00448, 0.03764, 0.00989, 0.0033, -0.00334, 0.00755, -0.00088, -0.00232, 0.00262, -0.00029, 0
12.6, 0.00046, -0.00094, -0.00627, 0, 0.00088, -0.0043, 0.0594, 0.01083, -0.00047, -0.00252, 0.00625, -0.00084, -0.00178, 0.00205, -0.00021, 0
12.7, 0.00048, -0.00079, -0.00588, 0, 8e-05, -0.00595, 0.05742, 0.01298, -0.00257, -0.00511, 0.00034, -0.00097, -0.00082, 0.00077, -0.00031, 0
12.8, 0.00049, -0.00088, -0.00502, 0, -0.00201, -0.00613, 0.03809, 0.01609, -0.00259, -0.00434, -0.00039, -0.00095, 0.00027, -0.0009, -0.00028, 0
12.9, 0.00054, -0.00067, -0.00397, 0, -0.00275, -0.00664, 0.02394, 0.01681, -0.00109, -0.00421, -0.00129, -0.00094, 0.00086, -0.00165, -0.00026, 0
13.0, 0.00044, -0.00069, -0.00271, 0, 0.00034, -0.01214, 0.0149, 0.0145, -2e-05, -0.00187, -0.00245, -0.001, 0.00071, -0.0014, -0.00023, 0
13.1, 0.00049, -0.00071, -0.00073, 0, 0.00416, -0.01246, 0.01881, 0.01604, 0.0022, 0.00013, -0.00286, -0.00085, 0.00018, -0.00092, -0.0003, 0
13.2, 0.00052, -0.0007, 0.0006, 0, 0.009, -0.00897, 0.02832, 0.0122, 0.00291, 0.00539, -0.00272, -0.00092, 0.0002, -0.00062, -0.00023, 0
13.3, 0.00051, -0.00077, 0.00207, 0, 0.02054, -0.00729, 0.03899, 0.01101, 0.00286, 0.00804, -0.00237, -0.00091, 3e-05, -0.00076, -0.00016, 0
13.4, 0.00048, -0.00092, 0.00381, 0, 0.04399, -0.0071, 0.04861, 0.008, 0.00149, 0.00857, -0.00149, -0.00092, -9e-05, -0.00137, -0.00024, 0
13.5, 0.00063, -0.00094, 0.00498, 0, 0.06017, -0.0085, 0.05136, 0.00204, -0.0009, 0.00743, -0.00024, -0.001, -0.00056, -0.00154, -0.00028, 0
13.6, 0.00023, -0.00077, 0.00462, 0, 0.03872, -0.00942, 0.03978, -0.00195, -0.00177, 0.00617, -0.00069, -0.00091, -0.00074, -0.00086, -0.00026, 0
13.7, 3e-05, -0.00076, 0.00414, 0, 0.01755, -0.00846, 0.02982, -0.00227, -0.00291, 0.00539, -0.00174, -0.00095, 4e-05, 0.0, -0.00018, 0
13.8, -0.00012, -0.00058, 0.00402, 0, 0.00943, -0.00709, 0.02537, -0.00118, -0.00282, 0.00529, -0.00222, -0.00095, 0.00093, 0.00056, -0.0002, 0
13.9, -0.0001, -0.00045, 0.00291, 0, 0.01248, -0.00661, 0.02197, 0.00177, -0.00216, 0.00525, -0.00221, -0.00096, 0.00272, 0.00155, -0.00026, 0
14.0, -0.00016, -0.00064, 0.00204, 0, 0.01189, -0.00604, 0.01105, 0.00031, -0.00097, 0.00589, -0.0016, -0.00094, 0.00334, 0.00293, -0.00014, 0
14.1, -0.0003, -0.00078, 0.00165, 0, 0.00758, -0.00526, 0.00053, 0.00179, 0.00259, 0.00602, 0.00084, -0.00099, 0.003, 0.00445, -0.00028, 0
