Offset: 0, Movie: MoviePathHere, DataFile: (null)
Tracks: 01 Laugh, 02 Laugh, 03 Laugh, 05 Laugh, 06 Laugh, 07 Laugh, 08 Laugh, 09 Laugh, 10 Laugh, 11 Laugh, 12 Laugh, 14 Laugh, 15 Laugh
Time,Duration,TrackName,comment
344560,4440,06 Laugh,Laughing
345520,3240,08 Laugh,Laughing
345982,31577,11 Laugh,Not Smiling Laughing
347120,3320,07 Laugh,Laughing
348240,4159,05 Laugh,Laughing
348761,23879,08 Laugh,Not Smiling Laughing
349001,15958,06 Laugh,Not Smiling Laughing
349041,30999,02 Laugh,Not Smiling Laughing
349359,22801,12 Laugh,Smiling
350001,3199,10 Laugh,Laughing
350441,4879,07 Laugh,Smiling
350441,5982,14 Laugh,Smiling
351560,1719,03 Laugh,Smiling
352400,6879,05 Laugh,Smiling
353201,6078,10 Laugh,Smiling
353280,25200,03 Laugh,Not Smiling Laughing
354560,16719,09 Laugh,Not Smiling Laughing
355321,8599,07 Laugh,Not Smiling Laughing
355432,8367,15 Laugh,Not Smiling Laughing
356424,2121,14 Laugh,Not Smiling Laughing
358545,2325,14 Laugh,Smiling
359280,5239,10 Laugh,Not Smiling Laughing
359280,5559,05 Laugh,Not Smiling Laughing
360871,17359,14 Laugh,Not Smiling Laughing
363800,7520,15 Laugh,Smiling
363921,3519,07 Laugh,Smiling
364520,7360,10 Laugh,Smiling
364840,10920,05 Laugh,Smiling
364960,4640,06 Laugh,Smiling
367441,4518,07 Laugh,Not Smiling Laughing
369601,2678,06 Laugh,Not Smiling Laughing
371280,4600,09 Laugh,Laughing
371321,6159,15 Laugh,Not Smiling Laughing
371881,16078,10 Laugh,Laughing
371960,6420,07 Laugh,Smiling
372161,4559,12 Laugh,Laughing
372280,4480,06 Laugh,Laughing
372641,2399,08 Laugh,Smiling
375041,2198,08 Laugh,Not Smiling Laughing
375761,2038,05 Laugh,Not Smiling Laughing
375881,1839,09 Laugh,Not Smiling Laughing
376760,1319,12 Laugh,Smiling
376761,1279,06 Laugh,Smiling
377240,8920,08 Laugh,Laughing
377481,14839,15 Laugh,Smiling
377560,7553,11 Laugh,Laughing
377721,7439,09 Laugh,Laughing
377800,6719,05 Laugh,Smiling
378041,7119,06 Laugh,Laughing
378080,7080,12 Laugh,Laughing
378239,8160,14 Laugh,Laughing
