Offset: 0, Movie: MoviePathHere, DataFile: (null)
Tracks: 06 Laugh, 07 Laugh, 08 Laugh, 09 Laugh, 10 Laugh, 11 Laugh, 13 Laugh, 14 Laugh
Time,Duration,TrackName,comment
972240,13479,06 Laugh,Smiling
972599,120,07 Laugh,Smiling
972720,4319,07 Laugh,Laughing
977040,2319,07 Laugh,Indeterminate
977837,3319,09 Laugh,Smiling
978401,4479,11 Laugh,Laughing
979360,4600,07 Laugh,Not Laughing
980240,5160,08 Laugh,Not Laughing
981156,4083,09 Laugh,Not Laughing
982881,35319,11 Laugh,Smiling
983961,2239,07 Laugh,Smiling
985240,1139,09 Laugh,Not Laughing
985360,24280,10 Laugh,Not Laughing
985401,7919,08 Laugh,Smiling
985720,4800,06 Laugh,Indeterminate
986201,398,07 Laugh,Not Laughing
986380,4739,09 Laugh,Smiling
986600,5319,07 Laugh,Laughing
990521,23879,06 Laugh,Not Laughing
991159,7960,09 Laugh,Not Laughing
991920,21879,07 Laugh,Not Laughing
993321,21079,08 Laugh,Not Laughing
999120,8520,09 Laugh,Smiling
